Lote,Empresa,Prefixo,Placa,Tecnologia,Ano Modelo,fase_conama,NOx(kg poluentes/kg diesel),MP(kg poluentes/kg diesel)
AR8 ,G Preto,82773 ,GJQ0B03 ,Padron ,2023,P8,0.001112,2.6e-05
AR8 ,G Preto,82774 ,GJU2G03 ,Padron ,2023,P8,0.001112,2.6e-05
AR8 ,G Preto,82775 ,GDP7B84 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45631 ,GCD2H86 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR1 ,Brigida,10229 ,FCY5G52 ,Padron ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55383 ,EDI5I03 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45673 ,FQH9E54 ,Miniônibus ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52943 ,GDQ3E81 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52944 ,GAV4E92 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52945 ,GIR1B46 ,Articulado ,2023,P8,0.001112,2.6e-05
AR3 ,Metropole,32649 ,GIJ2H15 ,Padron ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52946 ,GCD9H12 ,Articulado ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55396 ,ESS4F93 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52947 ,GBH0I84 ,Articulado ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47109 ,BRY4C36 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52942 ,GCE6I05 ,Articulado ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47107 ,FGX2A34 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47104 ,FYI2H95 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47103 ,FFJ5I04 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55010 ,FWF4A85 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55012 ,GGJ4A75 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55016 ,FJU3F05 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55017 ,FXB4B03 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55018 ,FYE1A83 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45602 ,GDN3I84 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47106 ,GJY6A92 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR1 ,Brigida,10230 ,FMI2J42 ,Padron ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52941 ,GIE5A34 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52939 ,GJN4D06 ,Articulado ,2023,P8,0.001112,2.6e-05
AR3 ,Metropole,32646 ,GJA9B43 ,Padron ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52923 ,FYU8D65 ,Articulado ,2023,P8,0.001112,2.6e-05
AR3 ,Metropole,32647 ,GFI7D24 ,Padron ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52924 ,FZZ5C24 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52925 ,EOW0I43 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52926 ,FTD1E66 ,Articulado ,2023,P8,0.001112,2.6e-05
AR3 ,Metropole,32648 ,GGJ1I86 ,Padron ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52927 ,CUI1J87 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52940 ,DTE6B23 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52928 ,DYV3G71 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52930 ,EXB8I93 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52931 ,GGC3C63 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52932 ,BXD1J34 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52933 ,ESQ1G15 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52935 ,DEI1B57 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52936 ,CUH1D43 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52937 ,DYS7G81 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52938 ,EBB0J32 ,Articulado ,2023,P8,0.001112,2.6e-05
E4 ,Via Sudeste,52929 ,FFK5G32 ,Articulado ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45711 ,GDA3I01 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55022 ,ELO7I62 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45710 ,GFT8G91 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45678 ,GEX5C31 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45607 ,GEZ2H13 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55067 ,FYT5C47 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45676 ,FXE2E05 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45675 ,FPI8A55 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45612 ,GAN8A46 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47065 ,FUY2B36 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55080 ,FXA3C54 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45679 ,GIJ9G63 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55081 ,FZF0B24 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45618 ,GGV1F92 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55088 ,ECO8F12 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55094 ,FOA7I63 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45767 ,GFR9C32 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45674 ,GCM1I71 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55105 ,FUJ1I46 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47053 ,GCO9H42 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45019 ,GDC7I14 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45617 ,GFJ0D75 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55063 ,FQQ9B24 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45680 ,GEG2F34 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55056 ,FOR4F61 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45709 ,GGR7G06 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55026 ,EVE1I92 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45707 ,GHX3G83 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45705 ,GKE9J33 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55030 ,FOE4A34 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45703 ,GKE1H25 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55032 ,GAU0C66 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55037 ,GIM8I02 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55039 ,BRY4B03 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55041 ,FEJ8I92 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45697 ,GEE4J85 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47094 ,FRZ4D54 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45604 ,GEC8E45 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55048 ,BYZ5I44 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47088 ,FPW8H25 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55051 ,DMT3G05 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55053 ,EPA1G71 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55054 ,GEH9E42 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55393 ,EVW3J05 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55115 ,GED9I52 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45020 ,GHK5B03 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45295 ,FXQ1H85 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45024 ,FFI9G14 ,Miniônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48721 ,GDB1F61 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11817 ,GHL4D14 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45148 ,GDM3I63 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11818 ,GGK2C32 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45360 ,GHW7B01 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45143 ,GJO8G52 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11819 ,GAN5A83 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11820 ,GBW3E93 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11821 ,GID3J31 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11822 ,BYW8B03 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11823 ,FYZ7A82 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11824 ,EQG8B02 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11825 ,GGH7I32 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11826 ,FCZ3G51 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11827 ,GEV4A52 ,Padron ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47753 ,FPL3D86 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45138 ,GFD5F45 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45135 ,CRX8B65 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45133 ,GJH0A94 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45132 ,FDE2J93 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45361 ,GIW2J21 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11816 ,GJG3B11 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48720 ,EWU7C94 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11815 ,DKH7H81 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11814 ,GEA0D41 ,Padron ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47828 ,GIF8E65 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47819 ,DKH4E45 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45162 ,CCU2A95 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47816 ,GDB7F53 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45157 ,GCU0I46 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11801 ,FWL3B72 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11802 ,GBF8I42 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11803 ,GIT8G64 ,Padron ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47781 ,FPC0B45 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11804 ,FZA3D62 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11828 ,FLP3F93 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11805 ,GFT2E34 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11807 ,BJW9G43 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11808 ,EOB8G13 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11809 ,BWW3F13 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11810 ,GGR5D44 ,Padron ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47765 ,FOW0C66 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45358 ,GEI6B94 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48719 ,DKK7E42 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11811 ,GGE0J23 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11812 ,FWC2F94 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11813 ,FPY7J21 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11806 ,FTZ6D94 ,Padron ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47829 ,CQI2F86 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11829 ,ESL5E84 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11830 ,FXX2E85 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45390 ,GAI3E26 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47661 ,BXZ0B61 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47660 ,CGS3B62 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47658 ,FZI8C33 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45397 ,GBT4C31 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47636 ,DBF4A36 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45400 ,GFM8G25 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45401 ,GIQ3B33 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47615 ,FWU3E85 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45403 ,GHJ0H16 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45404 ,GJH7C75 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45408 ,DCU5C85 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45409 ,GHS1C73 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11848 ,CUN5J47 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11849 ,CUH5F27 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11850 ,FOY4D22 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11851 ,CUJ1G87 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11852 ,CUJ7B97 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11853 ,FQM4D81 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11854 ,FHE9E84 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11855 ,GIW5G84 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45389 ,DTE8H21 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45387 ,GCZ1D04 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45382 ,GCS6J15 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D8 ,Movebuss,55436 ,FIM2E23 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11831 ,FVW4F61 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11832 ,FWN0D12 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11833 ,FVE1G03 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11834 ,FJU6E94 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11835 ,FTB6D24 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11836 ,GFM9J35 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11837 ,GBM8B41 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11838 ,GFX6B33 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11839 ,GAA8C32 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11840 ,EXE7C02 ,Padron ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47749 ,GDJ0H16 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11841 ,FAD5B42 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11843 ,FSF2G75 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11844 ,FZD6H93 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11845 ,EOB4C81 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45130 ,GFU7G01 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45127 ,DYF1D32 ,Miniônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11846 ,CUN4H87 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11847 ,GBJ6F71 ,Padron ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47727 ,GJY0D82 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45371 ,GCS6G43 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47714 ,GJN4D74 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11842 ,FJF9G34 ,Padron ,2023,P8,0.001112,2.6e-05
E1 ,Brigida,11856 ,FJG5C43 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45165 ,GIV0I91 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47833 ,EZZ9F64 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45264 ,GER8G64 ,Miniônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48244 ,FOL8C12 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48247 ,FYM7I01 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45316 ,FKC6H35 ,Miniônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48073 ,GCY2C23 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45317 ,GAZ5B65 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45319 ,CUL5A93 ,Miniônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48262 ,BQU4E25 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45258 ,GJO7E33 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48268 ,CUA3A54 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48272 ,GHW9F31 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45254 ,GHG8C91 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45251 ,GHR8G14 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45250 ,GHW2G73 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45249 ,GDI5F84 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45247 ,GFY5I41 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45244 ,GJA4D11 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48294 ,FPX8D45 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45321 ,FSI4B52 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45239 ,GFK6I83 ,Miniônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48305 ,GEN4D25 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48241 ,FPR6E14 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45265 ,GGU6C02 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45315 ,DTU7C25 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48227 ,EFV6B92 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48156 ,ENE9G34 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48164 ,GJJ7D41 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48165 ,GGE9C72 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48148 ,FIL3E01 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45299 ,GJG0J22 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45300 ,GHY8E15 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48180 ,CUF3J45 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45301 ,GGY0I96 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45305 ,GJP5J82 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45306 ,GJB1E51 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45238 ,GBY7A15 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45278 ,GDQ7A73 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45274 ,DKH3I61 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45273 ,GCF9I05 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45271 ,GHB3J95 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48080 ,EBU7D42 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48207 ,EPU3H37 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48208 ,BZB4I76 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48210 ,FZB8B02 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48212 ,BXZ6B56 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45270 ,GGL8I02 ,Midiônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48222 ,CAG0H46 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45313 ,FQL9D66 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45348 ,GEV7C05 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45237 ,GJY8G62 ,Miniônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48328 ,FPO3C06 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45189 ,GFX9C46 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45188 ,GEC6G73 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45185 ,GJT6C85 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47858 ,GAJ7D23 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45183 ,GFS4C75 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45182 ,GFG4B25 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45180 ,GCK6D76 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45338 ,GFP3I12 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47847 ,FWD8C41 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47841 ,GHQ4J51 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45178 ,GJW0E62 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45176 ,GJO9D76 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D13 ,Alfa Rodobus,86050 ,BYZ7D61 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45172 ,GJI6D93 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D5 ,Pêssego,47838 ,FZD5C62 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D13 ,Alfa Rodobus,86049 ,FRN7B42 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D13 ,Alfa Rodobus,86047 ,GHJ9F23 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D13 ,Alfa Rodobus,86046 ,FQE2H84 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D13 ,Alfa Rodobus,86045 ,FUJ6C56 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45166 ,GJX6J03 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45344 ,GJX2J65 ,Midiônibus ,2023,P8,0.001112,2.6e-05
E8 ,Transppass,81071 ,GEU4B45 ,Articulado ,2023,P8,0.001112,2.6e-05
E8 ,Transppass,81072 ,GEY6B26 ,Articulado ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45337 ,GEH0G71 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45190 ,BZB5H34 ,Miniônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45233 ,GEY6B16 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45324 ,GIT0F35 ,Miniônibus ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48055 ,ECH4J75 ,Padron ,2023,P8,0.001112,2.6e-05
AR4 ,Express,48054 ,EGJ5B27 ,Padron ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45227 ,GJO6D93 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45326 ,GCZ0C65 ,Midiônibus ,2023,P8,0.001112,2.6e-05
D6 ,Allibus,45224 ,GFL1G36 ,Midiônibus ,2023,P8,0.001112,2.6e-05
