Lote,Empresa,Prefixo,Placa,Tecnologia,Ano Modelo,fase_conama,NOx(kg poluentes/kg diesel),MP(kg poluentes/kg diesel)
D8 ,Movebuss,55348 ,FSO6606 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47388 ,FFN3644 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47392 ,FCB5672 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55025 ,EZL6071 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41807 ,EZL7I98 ,Padron ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55434 ,FCB6118 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47544 ,EZL7228 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41806 ,EZL7897 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36540 ,EMU1E04 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55043 ,FCB6H96 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55450 ,FCB1I70 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35734 ,FJA5984 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35850 ,FCB1378 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55460 ,FCB9I94 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47573 ,FCB6754 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55474 ,FCB9911 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41805 ,EZL7896 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41804 ,EZL7895 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36525 ,FQI6C90 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47337 ,FCB0814 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47311 ,FCB9I86 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47309 ,EZL2D14 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41814 ,EZL7907 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41813 ,EZL7906 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41812 ,EZL7905 ,Padron ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47210 ,EZL1E44 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41811 ,EZL7904 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41810 ,EZL1405 ,Padron ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55406 ,FCB6781 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35979 ,FJA5982 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41803 ,EZL7894 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41809 ,EZL7903 ,Padron ,2012,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35949 ,ELW3952 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47248 ,FFN7441 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41808 ,EZL7901 ,Padron ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47258 ,FFN3633 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47264 ,FFF8571 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55417 ,FCB1I69 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47299 ,FLN0485 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55422 ,FCB6778 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47239 ,ELW3050 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41815 ,EZL7908 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36601 ,EMU1E34 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36606 ,FCB0416 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41782 ,EZL5863 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36673 ,FFN3G43 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41783 ,EZL5864 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41784 ,EZL5865 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41785 ,EZL5866 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41786 ,EZL7877 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41787 ,EZL7878 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41788 ,EZL5867 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41789 ,EZL7879 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41790 ,EZL7880 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41791 ,EZL7881 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41792 ,EZL7875 ,Padron ,2012,P7,0.006575,5.5e-05
D7 ,Transunião,56222 ,FCB1I35 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41793 ,EZL7882 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41794 ,EZL7883 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41795 ,EZL7884 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41796 ,EZL7885 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41781 ,EZL5862 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41780 ,EZL5860 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41779 ,EZL5857 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41778 ,EZL5859 ,Padron ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47650 ,EMU5320 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41801 ,EZL7892 ,Padron ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55501 ,EZL7C25 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36621 ,EMU9146 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47688 ,FTE6A30 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47698 ,EZL7218 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47703 ,FCB6B12 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41800 ,EZL7891 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41802 ,EZL7893 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41799 ,EZL7890 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41774 ,ECT8951 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41775 ,EMU4531 ,Padron ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47767 ,EMU9489 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47800 ,FFN7451 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41776 ,EZL7876 ,Padron ,2012,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35789 ,EFV4313 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36662 ,FCB9066 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41777 ,EZL5856 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36649 ,EXO0G00 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41816 ,EZL7909 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41798 ,EZL7889 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36010 ,FCB9A71 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36251 ,EZL9F38 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41835 ,EZL1407 ,Padron ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55146 ,FCB1I73 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35775 ,FSW6D31 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55286 ,FCB6B10 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36140 ,EMU1E67 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55141 ,FFN3613 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D7 ,Transunião,56344 ,FVC6H59 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47011 ,FFN3625 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55139 ,FCB6109 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41836 ,EZL1412 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41837 ,EZL1417 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41902 ,EZL1416 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41903 ,EZL1418 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41904 ,EZL1415 ,Padron ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47050 ,ELW3A58 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47052 ,FCB9I90 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41834 ,EZL1411 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41833 ,EZL1410 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41832 ,EZL5853 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41831 ,EZL1408 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41818 ,EZL5854 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36227 ,FCB9A53 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41819 ,EZL1404 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41820 ,EZL5855 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41821 ,EZL7910 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41822 ,EZL7911 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41823 ,EZL7913 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41824 ,EZL7912 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41905 ,EZL1419 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36237 ,FCB9050 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41826 ,EZL7915 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41827 ,EZL1413 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41828 ,EZL7916 ,Padron ,2012,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35101 ,EFW1C34 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36244 ,EXO1067 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D8 ,Movebuss,55228 ,FCB9I81 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41829 ,EZL1406 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41830 ,EZL1409 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41825 ,EZL7914 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41906 ,EZL1420 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41907 ,EMU8359 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41908 ,EZL0643 ,Padron ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47144 ,EMU1387 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D7 ,Transunião,56259 ,EMU5D03 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41817 ,EZL1195 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36065 ,EZL9979 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47064 ,FCB6761 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47068 ,FFN6252 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47078 ,ELW3080 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41797 ,EZL7886 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36062 ,EMU3A45 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47089 ,FFN6C47 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47096 ,FCB1872 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36037 ,EMU3A33 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36031 ,EZL9519 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47119 ,FCB0I13 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47136 ,FCB5668 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47137 ,FCB5678 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47081 ,FVZ6C79 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36094 ,EMU7B78 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36096 ,FCB9074 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D7 ,Transunião,56269 ,EMU1F53 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41909 ,EZL8032 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41910 ,EMU9507 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41911 ,EMU7176 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41912 ,EMU9522 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36268 ,FCB9A46 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36269 ,EMU3A26 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36271 ,FCB9A58 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36279 ,FCB9A68 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36284 ,EXO0639 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D7 ,Transunião,56287 ,FFN3642 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41913 ,EMU8354 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41914 ,EMU7187 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41915 ,EMU9523 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36297 ,ELW6220 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41916 ,EMU9505 ,Padron ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41917 ,EMU8349 ,Padron ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36098 ,EMU8737 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D3 ,Transunião ,36029 ,FCB9A61 ,Midiônibus ,2012,P7,0.006575,5.5e-05
D5 ,Pêssego,47142 ,EZL6073 ,Midiônibus ,2012,P7,0.006575,5.5e-05
AR0 ,Ambiental,41521 ,FFN3440 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41522 ,FFN3439 ,Padron ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56264 ,FYQ9219 ,Básico ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41533 ,FFN3459 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41524 ,FFN3410 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41560 ,FJP5415 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41561 ,FJP5426 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41562 ,FJP5427 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41563 ,FJP5428 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41564 ,FJP5429 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41565 ,FJP5430 ,Padron ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73802 ,FFN3743 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73801 ,FFN0724 ,Articulado ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41566 ,FJP5421 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41567 ,FJP5422 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41568 ,FJP5423 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41569 ,FJP5424 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41571 ,FJP5436 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41572 ,FJP5437 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41559 ,FJP5414 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41573 ,FJP5438 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41575 ,FJP5440 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41576 ,FJP5441 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41577 ,FJP5442 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41578 ,FJP5443 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41579 ,FJP5444 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41580 ,FJP5435 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41581 ,FJP5416 ,Padron ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55147 ,GAL0147 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55148 ,FCB9J04 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77210 ,FFN3563 ,Articulado ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77213 ,FFN3891 ,Articulado ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77215 ,FFN3774 ,Articulado ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77216 ,FFN3883 ,Articulado ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77849 ,EZL8044 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41574 ,FJP5439 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41558 ,FJP5413 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41557 ,FJP5412 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41556 ,FJP5411 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41525 ,FFN3409 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41526 ,FFN3412 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41527 ,FFN3413 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41528 ,FFN3414 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41529 ,FFN3415 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41530 ,FFN3416 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41531 ,FFN3E57 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41532 ,FFN3458 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41520 ,FFN3406 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41534 ,FFN3460 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41535 ,FFN3461 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41536 ,FFN3422 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41537 ,FFN3423 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41538 ,FFN3424 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41539 ,FFN3425 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41540 ,FFN3426 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41541 ,FFN3427 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41555 ,FFN3469 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41554 ,FFN3467 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41553 ,FFN3408 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41552 ,FFN3398 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41551 ,FFN3407 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41550 ,FFN3468 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41523 ,FFN3470 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41549 ,FFN3435 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41547 ,FFN3433 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41546 ,FFN3432 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41545 ,FFN3431 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41544 ,FFN3430 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41543 ,FFN3429 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41542 ,FFN3428 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41548 ,FFN3464 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41519 ,FFN3405 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41502 ,FGI9218 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41517 ,FFN3E03 ,Padron ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31335 ,FFN7404 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31334 ,FFN7402 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31333 ,FFN7401 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31332 ,FFN7400 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31330 ,FFN7398 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31328 ,FFN7396 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31327 ,FFN7395 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36116 ,FPA6A90 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75857 ,FFN3F61 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75847 ,EZL6025 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75846 ,EMU8021 ,Padron ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36315 ,FCL0F90 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36087 ,FZV2989 ,Básico ,2013,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75214 ,FFN3I94 ,Articulado ,2013,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75212 ,FFN5J02 ,Articulado ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36001 ,ELW6C30 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36502 ,EXO1B07 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31240 ,FJP7372 ,Articulado ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31239 ,FJP5538 ,Articulado ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31238 ,FJP5537 ,Articulado ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31237 ,FJP7371 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73876 ,FQW8475 ,Articulado ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36511 ,FQP9570 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36512 ,FJP7C96 ,Básico ,2013,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35974 ,EFV6668 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55015 ,FCB9J02 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36521 ,FTA2530 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31350 ,FFN8994 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36524 ,GFD6612 ,Midiônibus ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31352 ,FFN8979 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31359 ,FFN7419 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36217 ,GAR5F90 ,Básico ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76304 ,FFN6680 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76303 ,FFN5904 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76302 ,FFN6678 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76301 ,FFN6681 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76300 ,FFN6682 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63061 ,FFN3524 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63064 ,FFN3525 ,Articulado ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36239 ,FSC4C59 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36240 ,FSL8H80 ,Básico ,2013,P7,0.006575,5.5e-05
